store_id,day,start_time_local,end_time_local
3174362223001910000,2,0:00:00,0:10:00
4392930856738600000,6,0:00:00,0:10:00
4392930856738600000,0,0:00:00,0:10:00
4392930856738600000,3,0:00:00,0:10:00
4392930856738600000,2,0:00:00,0:10:00
4392930856738600000,5,0:00:00,0:10:00
4392930856738600000,4,0:00:00,0:10:00
4392930856738600000,1,0:00:00,0:10:00
6091506400240400000,2,0:00:00,0:10:00
6091506400240400000,3,0:00:00,0:10:00
6091506400240400000,0,0:00:00,0:10:00
6091506400240400000,4,0:00:00,0:10:00
6091506400240400000,6,0:00:00,0:10:00
6091506400240400000,1,0:00:00,0:10:00
6091506400240400000,5,0:00:00,0:10:00
6630839090709100000,3,0:00:00,0:10:00
6630839090709100000,0,0:00:00,0:10:00
6630839090709100000,2,0:00:00,0:10:00
6630839090709100000,4,0:00:00,0:10:00
6630839090709100000,5,0:00:00,0:10:00
6630839090709100000,6,0:00:00,0:10:00
6630839090709100000,1,0:00:00,0:10:00
3638987518162250000,1,0:00:00,0:10:00
3638987518162250000,0,0:00:00,0:10:00
3638987518162250000,5,0:00:00,0:10:00
3638987518162250000,2,0:00:00,0:10:00
3638987518162250000,6,0:00:00,0:10:00
3638987518162250000,4,0:00:00,0:10:00
3638987518162250000,3,0:00:00,0:10:00
2515627945516210000,0,0:00:00,0:10:00
2515627945516210000,2,0:00:00,0:10:00
2515627945516210000,3,0:00:00,0:10:00
2515627945516210000,5,0:00:00,0:10:00
2515627945516210000,4,0:00:00,0:10:00
2515627945516210000,6,0:00:00,0:10:00
7988087393647330000,5,0:00:00,0:15:00
7988087393647330000,6,0:00:00,0:15:00
7776801514628450000,1,0:00:00,0:15:00
7776801514628450000,5,0:00:00,0:15:00
7776801514628450000,2,0:00:00,0:15:00
7776801514628450000,3,0:00:00,0:15:00
7776801514628450000,4,0:00:00,0:15:00
5339221772537980000,0,0:00:00,0:15:00
5339221772537980000,4,0:00:00,0:15:00
5339221772537980000,3,0:00:00,0:15:00
5339221772537980000,2,0:00:00,0:15:00
1426925701648880000,5,0:00:00,0:15:00
1426925701648880000,6,0:00:00,0:15:00
1934295012681370000,6,0:00:00,0:15:00
1934295012681370000,5,0:00:00,0:15:00
9209848539305890000,6,0:00:00,0:15:00
9209848539305890000,4,0:00:00,0:15:00
9209848539305890000,5,0:00:00,0:15:00
5060510610554370000,5,0:00:00,0:15:00
5060510610554370000,4,0:00:00,0:15:00
5060510610554370000,2,0:00:00,0:15:00
5060510610554370000,3,0:00:00,0:15:00
5060510610554370000,1,0:00:00,0:15:00
9005010624811710000,3,0:00:00,0:15:00
9005010624811710000,4,0:00:00,0:15:00
9005010624811710000,0,0:00:00,0:15:00
9005010624811710000,2,0:00:00,0:15:00
4243420246305470000,4,0:00:00,0:15:00
4243420246305470000,0,0:00:00,0:15:00
4243420246305470000,3,0:00:00,0:15:00
4243420246305470000,2,0:00:00,0:15:00
1058415345127430000,5,0:00:00,0:15:00
1058415345127430000,6,0:00:00,0:15:00
4664919917225420000,3,0:00:00,0:15:00
4664919917225420000,1,0:00:00,0:15:00
4664919917225420000,4,0:00:00,0:15:00
4664919917225420000,5,0:00:00,0:15:00
4664919917225420000,2,0:00:00,0:15:00
4493671975462350000,6,0:00:00,0:19:00
4493671975462350000,4,0:00:00,0:19:00
4493671975462350000,1,0:00:00,0:19:00
4493671975462350000,5,0:00:00,0:19:00
4493671975462350000,2,0:00:00,0:19:00
4493671975462350000,0,0:00:00,0:19:00
4493671975462350000,3,0:00:00,0:19:00
6288914411805110000,5,0:00:00,0:25:00
6288914411805110000,6,0:00:00,0:25:00
8909496802192680000,5,0:00:00,0:25:00
8909496802192680000,6,0:00:00,0:25:00
2297948296166820000,5,0:00:00,0:25:00
2297948296166820000,6,0:00:00,0:25:00
7325416583529580000,6,0:00:00,0:25:00
6770318841043010000,5,0:00:00,0:25:00
6770318841043010000,6,0:00:00,0:25:00
5081534068159930000,6,0:00:00,0:29:00
5081534068159930000,4,0:00:00,0:29:00
5081534068159930000,0,0:00:00,0:29:00
5081534068159930000,3,0:00:00,0:29:00
5081534068159930000,5,0:00:00,0:29:00
5081534068159930000,2,0:00:00,0:29:00
5366072592790130000,0,0:00:00,0:29:00
1136568205036640000,3,0:00:00,0:29:00
1136568205036640000,2,0:00:00,0:29:00
1136568205036640000,1,0:00:00,0:29:00
1136568205036640000,6,0:00:00,0:29:00
1136568205036640000,5,0:00:00,0:29:00
1136568205036640000,4,0:00:00,0:29:00
1136568205036640000,0,0:00:00,0:29:00
6642226438879060000,4,0:00:00,0:29:00
6642226438879060000,0,0:00:00,0:29:00
6642226438879060000,6,0:00:00,0:29:00
6642226438879060000,2,0:00:00,0:29:00
6642226438879060000,1,0:00:00,0:29:00
6642226438879060000,3,0:00:00,0:29:00
6642226438879060000,5,0:00:00,0:29:00
7433398711719240000,6,0:00:00,0:29:00
7433398711719240000,5,0:00:00,0:29:00
2377210718332420000,0,0:00:00,0:29:00
2377210718332420000,4,0:00:00,0:29:00
2377210718332420000,3,0:00:00,0:29:00
2377210718332420000,6,0:00:00,0:29:00
2377210718332420000,1,0:00:00,0:29:00
2377210718332420000,2,0:00:00,0:29:00
2377210718332420000,5,0:00:00,0:29:00
7185648782998520000,5,0:00:00,0:29:00
7185648782998520000,6,0:00:00,0:29:00
8105787185477480000,3,0:00:00,0:29:00
8105787185477480000,0,0:00:00,0:29:00
8105787185477480000,2,0:00:00,0:29:00
8105787185477480000,4,0:00:00,0:29:00
8105787185477480000,1,0:00:00,0:29:00
3907771017528010000,2,0:00:00,0:29:00
3907771017528010000,4,0:00:00,0:29:00
3907771017528010000,1,0:00:00,0:29:00
3907771017528010000,6,0:00:00,0:29:00
3907771017528010000,0,0:00:00,0:29:00
3907771017528010000,5,0:00:00,0:29:00
3907771017528010000,3,0:00:00,0:29:00
1842690252125280000,0,0:00:00,0:29:00
1842690252125280000,2,0:00:00,0:29:00
1842690252125280000,3,0:00:00,0:29:00
1842690252125280000,4,0:00:00,0:29:00
8047519486931110000,1,0:00:00,0:29:00
8047519486931110000,2,0:00:00,0:29:00
8047519486931110000,6,0:00:00,0:29:00
8047519486931110000,3,0:00:00,0:29:00
8047519486931110000,4,0:00:00,0:29:00
8047519486931110000,0,0:00:00,0:29:00
8047519486931110000,5,0:00:00,0:29:00
3493963246020550000,3,0:00:00,0:29:00
3493963246020550000,4,0:00:00,0:29:00
3493963246020550000,0,0:00:00,0:29:00
3493963246020550000,1,0:00:00,0:29:00
3493963246020550000,5,0:00:00,0:29:00
3493963246020550000,2,0:00:00,0:29:00
3493963246020550000,6,0:00:00,0:29:00
1964920647161730000,6,0:00:00,0:29:00
6422142558680740000,1,0:00:00,0:29:00
6422142558680740000,3,0:00:00,0:29:00
6422142558680740000,0,0:00:00,0:29:00
6422142558680740000,2,0:00:00,0:29:00
6422142558680740000,4,0:00:00,0:29:00
6422142558680740000,5,0:00:00,0:29:00
6422142558680740000,6,0:00:00,0:29:00
493317329045884000,5,0:00:00,0:29:00
493317329045884000,1,0:00:00,0:29:00
493317329045884000,3,0:00:00,0:29:00
493317329045884000,2,0:00:00,0:29:00
493317329045884000,4,0:00:00,0:29:00
493317329045884000,6,0:00:00,0:29:00
493317329045884000,0,0:00:00,0:29:00
2028997236413340000,5,0:00:00,0:29:00
2028997236413340000,0,0:00:00,0:29:00
2028997236413340000,6,0:00:00,0:29:00
2028997236413340000,4,0:00:00,0:29:00
2028997236413340000,1,0:00:00,0:29:00
2028997236413340000,2,0:00:00,0:29:00
2028997236413340000,3,0:00:00,0:29:00
9126641881664730000,6,0:00:00,0:29:00
2318689877042240000,4,0:00:00,0:29:00
2318689877042240000,1,0:00:00,0:29:00
2318689877042240000,2,0:00:00,0:29:00
2318689877042240000,0,0:00:00,0:29:00
2318689877042240000,3,0:00:00,0:29:00
7811790376454860000,6,0:00:00,0:29:00
4685930955531220000,4,0:00:00,0:29:00
4685930955531220000,1,0:00:00,0:29:00
4685930955531220000,6,0:00:00,0:29:00
4685930955531220000,0,0:00:00,0:29:00
4685930955531220000,2,0:00:00,0:29:00
4685930955531220000,5,0:00:00,0:29:00
4685930955531220000,3,0:00:00,0:29:00
1031837096861130000,6,0:00:00,0:29:00
7835778529962140000,6,0:00:00,0:29:00
7835778529962140000,2,0:00:00,0:29:00
7835778529962140000,5,0:00:00,0:29:00
7835778529962140000,4,0:00:00,0:29:00
7835778529962140000,1,0:00:00,0:29:00
7835778529962140000,3,0:00:00,0:29:00
7835778529962140000,0,0:00:00,0:29:00
5308654406249800000,4,0:00:00,0:29:00
5308654406249800000,6,0:00:00,0:29:00
5308654406249800000,5,0:00:00,0:29:00
5308654406249800000,1,0:00:00,0:29:00
5308654406249800000,0,0:00:00,0:29:00
5308654406249800000,3,0:00:00,0:29:00
5308654406249800000,2,0:00:00,0:29:00
6793711426025560000,3,0:00:00,0:29:00
6793711426025560000,6,0:00:00,0:29:00
6793711426025560000,5,0:00:00,0:29:00
6793711426025560000,2,0:00:00,0:29:00
6793711426025560000,4,0:00:00,0:29:00
6793711426025560000,1,0:00:00,0:29:00
6793711426025560000,0,0:00:00,0:29:00
4932034334218260000,6,0:00:00,0:29:00
4932034334218260000,5,0:00:00,0:29:00
504331488096931000,5,0:00:00,0:29:00
504331488096931000,3,0:00:00,0:29:00
504331488096931000,0,0:00:00,0:29:00
504331488096931000,6,0:00:00,0:29:00
504331488096931000,4,0:00:00,0:29:00
5732366815804130000,5,0:00:00,0:29:00
5732366815804130000,3,0:00:00,0:29:00
5732366815804130000,2,0:00:00,0:29:00
5732366815804130000,0,0:00:00,0:29:00
5732366815804130000,4,0:00:00,0:29:00
5732366815804130000,1,0:00:00,0:29:00
5732366815804130000,6,0:00:00,0:29:00
7010869599102110000,6,0:00:00,0:29:00
7010869599102110000,4,0:00:00,0:29:00
7010869599102110000,0,0:00:00,0:29:00
7010869599102110000,5,0:00:00,0:29:00
7010869599102110000,1,0:00:00,0:29:00
7010869599102110000,3,0:00:00,0:29:00
7010869599102110000,2,0:00:00,0:29:00
4364263945739380000,6,0:00:00,0:29:00
4364263945739380000,3,0:00:00,0:29:00
4364263945739380000,5,0:00:00,0:29:00
4364263945739380000,2,0:00:00,0:29:00
4364263945739380000,4,0:00:00,0:29:00
4364263945739380000,1,0:00:00,0:29:00
4364263945739380000,0,0:00:00,0:29:00
4379354991255020000,0,0:00:00,0:29:00
4379354991255020000,5,0:00:00,0:29:00
4379354991255020000,3,0:00:00,0:29:00
4379354991255020000,2,0:00:00,0:29:00
4379354991255020000,6,0:00:00,0:29:00
4379354991255020000,1,0:00:00,0:29:00
4379354991255020000,4,0:00:00,0:29:00
378275369516731000,0,0:00:00,0:29:00
378275369516731000,3,0:00:00,0:29:00
378275369516731000,4,0:00:00,0:29:00
378275369516731000,6,0:00:00,0:29:00
378275369516731000,5,0:00:00,0:29:00
8116362978308680000,5,0:00:00,0:29:00
8116362978308680000,3,0:00:00,0:29:00
8116362978308680000,6,0:00:00,0:29:00
8116362978308680000,1,0:00:00,0:29:00
8116362978308680000,4,0:00:00,0:29:00
8116362978308680000,0,0:00:00,0:29:00
8116362978308680000,2,0:00:00,0:29:00
3222867204723980000,3,0:00:00,0:29:00
3222867204723980000,5,0:00:00,0:29:00
3222867204723980000,1,0:00:00,0:29:00
3222867204723980000,4,0:00:00,0:29:00
3222867204723980000,6,0:00:00,0:29:00
3222867204723980000,2,0:00:00,0:29:00
3222867204723980000,0,0:00:00,0:29:00
6528136910022480000,5,0:00:00,0:29:00
6528136910022480000,6,0:00:00,0:29:00
745188503806002000,4,0:00:00,0:29:00
745188503806002000,0,0:00:00,0:29:00
745188503806002000,6,0:00:00,0:29:00
745188503806002000,5,0:00:00,0:29:00
745188503806002000,1,0:00:00,0:29:00
745188503806002000,2,0:00:00,0:29:00
745188503806002000,3,0:00:00,0:29:00
1472400125885910000,4,0:00:00,0:29:00
1472400125885910000,2,0:00:00,0:29:00
1472400125885910000,0,0:00:00,0:29:00
1472400125885910000,1,0:00:00,0:29:00
1472400125885910000,3,0:00:00,0:29:00
4913959739000530000,6,0:00:00,0:29:00
7001015127375050000,4,0:00:00,0:29:00
3334248282862140000,1,0:00:00,0:29:00
3334248282862140000,0,0:00:00,0:29:00
3334248282862140000,4,0:00:00,0:29:00
3334248282862140000,3,0:00:00,0:29:00
3334248282862140000,2,0:00:00,0:29:00
7902530419114660000,3,0:00:00,0:29:00
7902530419114660000,4,0:00:00,0:29:00
7902530419114660000,5,0:00:00,0:29:00
7902530419114660000,2,0:00:00,0:29:00
7902530419114660000,6,0:00:00,0:29:00
7902530419114660000,1,0:00:00,0:29:00
7902530419114660000,0,0:00:00,0:29:00
7603111374779490000,1,0:00:00,0:29:00
7603111374779490000,4,0:00:00,0:29:00
7603111374779490000,5,0:00:00,0:29:00
7603111374779490000,3,0:00:00,0:29:00
7603111374779490000,2,0:00:00,0:29:00
7603111374779490000,0,0:00:00,0:29:00
7603111374779490000,6,0:00:00,0:29:00
518310958103527000,5,0:00:00,0:29:00
518310958103527000,3,0:00:00,0:29:00
518310958103527000,6,0:00:00,0:29:00
518310958103527000,2,0:00:00,0:29:00
518310958103527000,4,0:00:00,0:29:00
518310958103527000,0,0:00:00,0:29:00
518310958103527000,1,0:00:00,0:29:00
2378470629235570000,6,0:00:00,0:29:00
2378470629235570000,5,0:00:00,0:29:00
7112029927194760000,3,0:00:00,0:29:00
7112029927194760000,5,0:00:00,0:29:00
7112029927194760000,0,0:00:00,0:29:00
7112029927194760000,6,0:00:00,0:29:00
7112029927194760000,2,0:00:00,0:29:00
7112029927194760000,1,0:00:00,0:29:00
7112029927194760000,4,0:00:00,0:29:00
1176400014944170000,2,0:00:00,0:29:00
1176400014944170000,4,0:00:00,0:29:00
1176400014944170000,0,0:00:00,0:29:00
1176400014944170000,3,0:00:00,0:29:00
1176400014944170000,6,0:00:00,0:29:00
1176400014944170000,1,0:00:00,0:29:00
3308515119726450000,0,0:00:00,0:29:00
3308515119726450000,3,0:00:00,0:29:00
3308515119726450000,2,0:00:00,0:29:00
3308515119726450000,4,0:00:00,0:29:00
6358850518527970000,3,0:00:00,0:29:00
6358850518527970000,5,0:00:00,0:29:00
6358850518527970000,1,0:00:00,0:29:00
6358850518527970000,0,0:00:00,0:29:00
6358850518527970000,4,0:00:00,0:29:00
6358850518527970000,6,0:00:00,0:29:00
6358850518527970000,2,0:00:00,0:29:00
1003200614770240000,0,0:00:00,0:29:00
1003200614770240000,3,0:00:00,0:29:00
1003200614770240000,4,0:00:00,0:29:00
1003200614770240000,2,0:00:00,0:29:00
6616895453551670000,4,0:00:00,0:29:00
6616895453551670000,2,0:00:00,0:29:00
6616895453551670000,5,0:00:00,0:29:00
6616895453551670000,1,0:00:00,0:29:00
6616895453551670000,6,0:00:00,0:29:00
6616895453551670000,3,0:00:00,0:29:00
6616895453551670000,0,0:00:00,0:29:00
6132561634071940000,0,0:00:00,0:29:00
6132561634071940000,6,0:00:00,0:29:00
6132561634071940000,2,0:00:00,0:29:00
6132561634071940000,3,0:00:00,0:29:00
6132561634071940000,5,0:00:00,0:29:00
6132561634071940000,4,0:00:00,0:29:00
6132561634071940000,1,0:00:00,0:29:00
7454621293638340000,2,0:00:00,0:29:00
7454621293638340000,0,0:00:00,0:29:00
7454621293638340000,6,0:00:00,0:29:00
7454621293638340000,4,0:00:00,0:29:00
7454621293638340000,3,0:00:00,0:29:00
7454621293638340000,5,0:00:00,0:29:00
7454621293638340000,1,0:00:00,0:29:00
5144492435546370000,6,0:00:00,0:29:00
260465380976367000,5,0:00:00,0:29:00
8725298190055150000,4,0:00:00,0:29:00
8725298190055150000,1,0:00:00,0:29:00
8725298190055150000,5,0:00:00,0:29:00
8725298190055150000,6,0:00:00,0:29:00
8725298190055150000,0,0:00:00,0:29:00
8725298190055150000,3,0:00:00,0:29:00
8725298190055150000,2,0:00:00,0:29:00
8321212931916590000,2,0:00:00,0:29:00
8321212931916590000,3,0:00:00,0:29:00
8321212931916590000,5,0:00:00,0:29:00
8321212931916590000,4,0:00:00,0:29:00
8321212931916590000,0,0:00:00,0:29:00
8321212931916590000,6,0:00:00,0:29:00
8321212931916590000,1,0:00:00,0:29:00
7475468940124730000,3,0:00:00,0:29:00
7475468940124730000,5,0:00:00,0:29:00
7475468940124730000,6,0:00:00,0:29:00
7475468940124730000,4,0:00:00,0:29:00
7475468940124730000,0,0:00:00,0:29:00
7475468940124730000,2,0:00:00,0:29:00
7475468940124730000,1,0:00:00,0:29:00
2680918734581310000,6,0:00:00,0:29:00
3120753499686600000,0,0:00:00,0:29:00
3120753499686600000,5,0:00:00,0:29:00
3120753499686600000,1,0:00:00,0:29:00
3120753499686600000,3,0:00:00,0:29:00
3120753499686600000,6,0:00:00,0:29:00
3120753499686600000,2,0:00:00,0:29:00
3120753499686600000,4,0:00:00,0:29:00
5223121655148950000,2,0:00:00,0:29:00
5223121655148950000,4,0:00:00,0:29:00
5223121655148950000,0,0:00:00,0:29:00
5223121655148950000,3,0:00:00,0:29:00
5223121655148950000,1,0:00:00,0:29:00
5223121655148950000,6,0:00:00,0:29:00
5223121655148950000,5,0:00:00,0:29:00
1974373889292900000,0,0:00:00,0:29:00
1974373889292900000,4,0:00:00,0:29:00
1974373889292900000,6,0:00:00,0:29:00
1974373889292900000,5,0:00:00,0:29:00
1974373889292900000,3,0:00:00,0:29:00
1881687535241890000,3,0:00:00,0:29:00
1881687535241890000,2,0:00:00,0:29:00
1881687535241890000,0,0:00:00,0:29:00
7108873971920180000,5,0:00:00,0:30:00
7108873971920180000,6,0:00:00,0:30:00
695574241089458000,6,0:00:00,0:30:00
695574241089458000,0,0:00:00,0:30:00
695574241089458000,5,0:00:00,0:30:00
695574241089458000,3,0:00:00,0:30:00
695574241089458000,4,0:00:00,0:30:00
695574241089458000,1,0:00:00,0:30:00
695574241089458000,2,0:00:00,0:30:00
6724364629492640000,6,0:00:00,0:30:00
6724364629492640000,5,0:00:00,0:30:00
7966231803022910000,6,0:00:00,0:30:00
7966231803022910000,1,0:00:00,0:30:00
7966231803022910000,4,0:00:00,0:30:00
7966231803022910000,3,0:00:00,0:30:00
7966231803022910000,2,0:00:00,0:30:00
7966231803022910000,5,0:00:00,0:30:00
7966231803022910000,0,0:00:00,0:30:00
4128401071011000000,6,0:00:00,0:30:00
4128401071011000000,5,0:00:00,0:30:00
5326692589277420000,5,0:00:00,0:30:00
5326692589277420000,3,0:00:00,0:30:00
5326692589277420000,1,0:00:00,0:30:00
5326692589277420000,4,0:00:00,0:30:00
5326692589277420000,0,0:00:00,0:30:00
5326692589277420000,6,0:00:00,0:30:00
6442890116877890000,1,0:00:00,0:30:00
6442890116877890000,2,0:00:00,0:30:00
2826201898603820000,6,0:00:00,0:30:00
2826201898603820000,5,0:00:00,0:30:00
8762365430607150000,5,0:00:00,0:30:00
8762365430607150000,6,0:00:00,0:30:00
3771353448262710000,5,0:00:00,0:30:00
3771353448262710000,6,0:00:00,0:30:00
3303034770960650000,3,0:00:00,0:30:00
3303034770960650000,6,0:00:00,0:30:00
3303034770960650000,1,0:00:00,0:30:00
3303034770960650000,2,0:00:00,0:30:00
3303034770960650000,4,0:00:00,0:30:00
3303034770960650000,0,0:00:00,0:30:00
3303034770960650000,5,0:00:00,0:30:00
3720150951600930000,6,0:00:00,0:30:00
3720150951600930000,4,0:00:00,0:30:00
3720150951600930000,2,0:00:00,0:30:00
3720150951600930000,5,0:00:00,0:30:00
3720150951600930000,3,0:00:00,0:30:00
3720150951600930000,1,0:00:00,0:30:00
3720150951600930000,0,0:00:00,0:30:00
2184982520251900000,4,0:00:00,0:30:00
2184982520251900000,5,0:00:00,0:30:00
2184982520251900000,6,0:00:00,0:30:00
4722358907928340000,5,0:00:00,0:30:00
4722358907928340000,6,0:00:00,0:30:00
2859537849758030000,5,0:00:00,0:30:00
2859537849758030000,6,0:00:00,0:30:00
2862628250099300000,6,0:00:00,0:30:00
2862628250099300000,5,0:00:00,0:30:00
4593670346093610000,5,0:00:00,0:30:00
4593670346093610000,6,0:00:00,0:30:00
2064577456810790000,0,0:00:00,0:30:00
2064577456810790000,1,0:00:00,0:30:00
2064577456810790000,2,0:00:00,0:30:00
4609527820431470000,6,0:00:00,0:30:00
4609527820431470000,5,0:00:00,0:30:00
5774859487004620000,5,0:00:00,0:30:00
5774859487004620000,6,0:00:00,0:30:00
7421407536615180000,3,0:00:00,0:30:00
7421407536615180000,1,0:00:00,0:30:00
7421407536615180000,2,0:00:00,0:30:00
7421407536615180000,5,0:00:00,0:30:00
7421407536615180000,6,0:00:00,0:30:00
7421407536615180000,4,0:00:00,0:30:00
7421407536615180000,0,0:00:00,0:30:00
2572825156232400000,3,0:00:00,0:30:00
2572825156232400000,4,0:00:00,0:30:00
2572825156232400000,1,0:00:00,0:30:00
2572825156232400000,5,0:00:00,0:30:00
2572825156232400000,2,0:00:00,0:30:00
2572825156232400000,0,0:00:00,0:30:00
2572825156232400000,6,0:00:00,0:30:00
7304952626670550000,1,0:00:00,0:30:00
7304952626670550000,2,0:00:00,0:30:00
1230398065636820000,1,0:00:00,0:30:00
1230398065636820000,2,0:00:00,0:30:00
8167861777770120000,4,0:00:00,0:30:00
8167861777770120000,5,0:00:00,0:30:00
6142596597725040000,5,0:00:00,0:30:00
6142596597725040000,6,0:00:00,0:30:00
6142596597725040000,2,0:00:00,0:30:00
6142596597725040000,0,0:00:00,0:30:00
6142596597725040000,3,0:00:00,0:30:00
6142596597725040000,1,0:00:00,0:30:00
6142596597725040000,4,0:00:00,0:30:00
2863078903068120000,5,0:00:00,0:30:00
2863078903068120000,6,0:00:00,0:30:00
3160686064101760000,0,0:00:00,0:30:00
3160686064101760000,1,0:00:00,0:30:00
3160686064101760000,4,0:00:00,0:30:00
3160686064101760000,2,0:00:00,0:30:00
3160686064101760000,3,0:00:00,0:30:00
6588818705311790000,0,0:00:00,0:30:00
6588818705311790000,1,0:00:00,0:30:00
6588818705311790000,6,0:00:00,0:30:00
6588818705311790000,3,0:00:00,0:30:00
6588818705311790000,2,0:00:00,0:30:00
6588818705311790000,5,0:00:00,0:30:00
6588818705311790000,4,0:00:00,0:30:00
803660137715457000,0,0:00:00,0:30:00
803660137715457000,4,0:00:00,0:30:00
803660137715457000,3,0:00:00,0:30:00
803660137715457000,1,0:00:00,0:30:00
2933733739106940000,4,0:00:00,0:30:00
2933733739106940000,1,0:00:00,0:30:00
2933733739106940000,3,0:00:00,0:30:00
2933733739106940000,0,0:00:00,0:30:00
3900231063921710000,3,0:00:00,0:30:00
3900231063921710000,2,0:00:00,0:30:00
3900231063921710000,0,0:00:00,0:30:00
7832076012890330000,6,0:00:00,0:30:00
7832076012890330000,5,0:00:00,0:30:00
7832076012890330000,4,0:00:00,0:30:00
5464330227070100000,2,0:00:00,0:30:00
5464330227070100000,1,0:00:00,0:30:00
5431103707326820000,6,0:00:00,0:30:00
5431103707326820000,5,0:00:00,0:30:00
4484507102093080000,0,0:00:00,0:30:00
4484507102093080000,6,0:00:00,0:30:00
6592609963459360000,6,0:00:00,0:30:00
3058415293345970000,5,0:00:00,0:30:00
3058415293345970000,6,0:00:00,0:30:00
3058415293345970000,4,0:00:00,0:30:00
8625481719089840000,6,0:00:00,0:30:00
8625481719089840000,5,0:00:00,0:30:00
8625481719089840000,4,0:00:00,0:30:00
773398263208964000,6,0:00:00,0:30:00
495352612200987000,6,0:00:00,0:30:00
495352612200987000,5,0:00:00,0:30:00
495352612200987000,3,0:00:00,0:30:00
495352612200987000,4,0:00:00,0:30:00
495352612200987000,2,0:00:00,0:30:00
495352612200987000,0,0:00:00,0:30:00
495352612200987000,1,0:00:00,0:30:00
2475139823695860000,3,0:00:00,0:30:00
6626583690575420000,0,0:00:00,0:30:00
6626583690575420000,4,0:00:00,0:30:00
6626583690575420000,6,0:00:00,0:30:00
6626583690575420000,5,0:00:00,0:30:00
6626583690575420000,1,0:00:00,0:30:00
6626583690575420000,2,0:00:00,0:30:00
6626583690575420000,3,0:00:00,0:30:00
7054026621216090000,2,0:00:00,0:30:00
7054026621216090000,1,0:00:00,0:30:00
1251293502881340000,6,0:00:00,0:30:00
1251293502881340000,5,0:00:00,0:30:00
8056279986154320000,5,0:00:00,0:30:00
8056279986154320000,6,0:00:00,0:30:00
8056279986154320000,0,0:00:00,0:30:00
882336681874281000,5,0:00:00,0:30:00
882336681874281000,6,0:00:00,0:30:00
1465244002967850000,1,0:00:00,0:30:00
1465244002967850000,2,0:00:00,0:30:00
1465244002967850000,0,0:00:00,0:30:00
274614981129391000,5,0:00:00,0:30:00
274614981129391000,6,0:00:00,0:30:00
274614981129391000,4,0:00:00,0:30:00
4828866459850650000,5,0:00:00,0:30:00
4828866459850650000,0,0:00:00,0:30:00
4828866459850650000,2,0:00:00,0:30:00
4828866459850650000,1,0:00:00,0:30:00
4828866459850650000,3,0:00:00,0:30:00
4828866459850650000,6,0:00:00,0:30:00
4828866459850650000,4,0:00:00,0:30:00
823362366523058000,2,0:00:00,0:30:00
823362366523058000,5,0:00:00,0:30:00
823362366523058000,6,0:00:00,0:30:00
823362366523058000,0,0:00:00,0:30:00
823362366523058000,1,0:00:00,0:30:00
823362366523058000,3,0:00:00,0:30:00
823362366523058000,4,0:00:00,0:30:00
8150351546045280000,3,0:00:00,0:35:00
8150351546045280000,2,0:00:00,0:35:00
8150351546045280000,1,0:00:00,0:35:00
8150351546045280000,4,0:00:00,0:35:00
3465633230040360000,6,0:00:00,0:45:00
3465633230040360000,5,0:00:00,0:45:00
3465633230040360000,0,0:00:00,0:45:00
5334085009382440000,0,0:00:00,0:45:00
